example_id,complex_name,path,generated_chain,context_chain
ame:6ur0__2__1.B__1.E,6ur0__2__1.B__1.E,structures/ame/6ur0__2__1.B__1.E.cif,1.B,1.B
ame:6uuy__2__1.B__1.F,6uuy__2__1.B__1.F,structures/ame/6uuy__2__1.B__1.F.cif,1.B,1.B
ame:6ux9__1__1.B__1.D,6ux9__1__1.B__1.D,structures/ame/6ux9__1__1.B__1.D.cif,1.B,1.B
ame:6v2t__1__1.B__1.G,6v2t__1__1.B__1.G,structures/ame/6v2t__1__1.B__1.G.cif,1.B,1.B
ame:6v2t__1__1.B__1.H,6v2t__1__1.B__1.H,structures/ame/6v2t__1__1.B__1.H.cif,1.B,1.B
ame:6v52__1__1.B__1.D,6v52__1__1.B__1.D,structures/ame/6v52__1__1.B__1.D.cif,1.B,1.B
ame:6veo__1__1.A__1.D,6veo__1__1.A__1.D,structures/ame/6veo__1__1.A__1.D.cif,1.A,1.A
ame:6vgc__1__1.A_1.C__1.G,6vgc__1__1.A_1.C__1.G,structures/ame/6vgc__1__1.A_1.C__1.G.cif,"1.C,1.A","1.C,1.A"
ame:6vgi__1__1.A_1.E__1.N,6vgi__1__1.A_1.E__1.N,structures/ame/6vgi__1__1.A_1.E__1.N.cif,"1.E,1.A","1.E,1.A"
ame:6vhd__1__1.C__1.G,6vhd__1__1.C__1.G,structures/ame/6vhd__1__1.C__1.G.cif,1.C,1.C
ame:6vhe__1__1.D__1.H,6vhe__1__1.D__1.H,structures/ame/6vhe__1__1.D__1.H.cif,1.D,1.D
ame:6vhw__1__1.A__1.C,6vhw__1__1.A__1.C,structures/ame/6vhw__1__1.A__1.C.cif,1.A,1.A
ame:6vhx__3__1.B__1.J,6vhx__3__1.B__1.J,structures/ame/6vhx__3__1.B__1.J.cif,1.B,1.B
ame:6vhz__1__1.A__1.C,6vhz__1__1.A__1.C,structures/ame/6vhz__1__1.A__1.C.cif,1.A,1.A
ame:6vi9__1__1.A__1.C,6vi9__1__1.A__1.C,structures/ame/6vi9__1__1.A__1.C.cif,1.A,1.A
ame:6vkk__4__1.D__1.R,6vkk__4__1.D__1.R,structures/ame/6vkk__4__1.D__1.R.cif,1.D,1.D
ame:6vko__4__1.D__1.Q,6vko__4__1.D__1.Q,structures/ame/6vko__4__1.D__1.Q.cif,1.D,1.D
ame:6vkq__3__1.C__1.M,6vkq__3__1.C__1.M,structures/ame/6vkq__3__1.C__1.M.cif,1.C,1.C
ame:6vl4__1__1.A_2.A__1.B,6vl4__1__1.A_2.A__1.B,structures/ame/6vl4__1__1.A_2.A__1.B.cif,"1.A,2.A","1.A,2.A"
ame:6vru__1__1.A__1.C,6vru__1__1.A__1.C,structures/ame/6vru__1__1.A__1.C.cif,1.A,1.A
ame:6vw4__1__3.A__3.C,6vw4__1__3.A__3.C,structures/ame/6vw4__1__3.A__3.C.cif,3.A,3.A
ame:6vwe__1__1.A__1.C,6vwe__1__1.A__1.C,structures/ame/6vwe__1__1.A__1.C.cif,1.A,1.A
ame:6vxj__1__1.A_1.B__1.D,6vxj__1__1.A_1.B__1.D,structures/ame/6vxj__1__1.A_1.B__1.D.cif,"1.A,1.B","1.A,1.B"
ame:6vzu__3__1.C__1.X,6vzu__3__1.C__1.X,structures/ame/6vzu__3__1.C__1.X.cif,1.C,1.C
ame:6vzv__4__1.D__1.DB,6vzv__4__1.D__1.DB,structures/ame/6vzv__4__1.D__1.DB.cif,1.D,1.D
ame:6w0m__1__1.A__1.F,6w0m__1__1.A__1.F,structures/ame/6w0m__1__1.A__1.F.cif,1.A,1.A
ame:6w2j__2__1.B__1.F,6w2j__2__1.B__1.F,structures/ame/6w2j__2__1.B__1.F.cif,1.B,1.B
ame:6w65__1__1.A__1.D,6w65__1__1.A__1.D,structures/ame/6w65__1__1.A__1.D.cif,1.A,1.A
ame:6w6q__1__1.A_1.B__1.C,6w6q__1__1.A_1.B__1.C,structures/ame/6w6q__1__1.A_1.B__1.C.cif,"1.A,1.B","1.A,1.B"
ame:6w6r__1__1.A_1.B__1.C,6w6r__1__1.A_1.B__1.C,structures/ame/6w6r__1__1.A_1.B__1.C.cif,"1.A,1.B","1.A,1.B"
ame:6w6s__1__1.A_1.B__1.C,6w6s__1__1.A_1.B__1.C,structures/ame/6w6s__1__1.A_1.B__1.C.cif,"1.A,1.B","1.A,1.B"
ame:6w70__1__1.A__1.E,6w70__1__1.A__1.E,structures/ame/6w70__1__1.A__1.E.cif,1.A,1.A
ame:6wcx__2__1.B__1.F,6wcx__2__1.B__1.F,structures/ame/6wcx__2__1.B__1.F.cif,1.B,1.B
ame:6wf4__1__1.A__1.B,6wf4__1__1.A__1.B,structures/ame/6wf4__1__1.A__1.B.cif,1.A,1.A
ame:6wj6__1__1.A_1.H__1.AC,6wj6__1__1.A_1.H__1.AC,structures/ame/6wj6__1__1.A_1.H__1.AC.cif,"1.A,1.H","1.A,1.H"
ame:6wjy__2__1.B__1.D,6wjy__2__1.B__1.D,structures/ame/6wjy__2__1.B__1.D.cif,1.B,1.B
ame:6wk8__1__1.A_1.B__1.E,6wk8__1__1.A_1.B__1.E,structures/ame/6wk8__1__1.A_1.B__1.E.cif,"1.A,1.B","1.A,1.B"
ame:6wlw__1__1.E_1.L__1.PA,6wlw__1__1.E_1.L__1.PA,structures/ame/6wlw__1__1.E_1.L__1.PA.cif,"1.E,1.L","1.E,1.L"
ame:6wm2__1__1.I_1.Y__1.SA,6wm2__1__1.I_1.Y__1.SA,structures/ame/6wm2__1__1.I_1.Y__1.SA.cif,"1.I,1.Y","1.I,1.Y"
ame:6wnb__1__1.C__1.BA,6wnb__1__1.C__1.BA,structures/ame/6wnb__1__1.C__1.BA.cif,1.C,1.C
ame:6wnd__1__1.A__1.I,6wnd__1__1.A__1.I,structures/ame/6wnd__1__1.A__1.I.cif,1.A,1.A
ame:6wnh__1__1.A__1.E,6wnh__1__1.A__1.E,structures/ame/6wnh__1__1.A__1.E.cif,1.A,1.A
ame:6wp9__4__1.H__1.P,6wp9__4__1.H__1.P,structures/ame/6wp9__4__1.H__1.P.cif,1.H,1.H
ame:6wpe__1__1.A__1.C,6wpe__1__1.A__1.C,structures/ame/6wpe__1__1.A__1.C.cif,1.A,1.A
ame:6wqe__1__1.A__1.B,6wqe__1__1.A__1.B,structures/ame/6wqe__1__1.A__1.B.cif,1.A,1.A
ame:6x1y__1__1.A__1.D,6x1y__1__1.A__1.D,structures/ame/6x1y__1__1.A__1.D.cif,1.A,1.A
ame:6x3l__1__1.A__1.C,6x3l__1__1.A__1.C,structures/ame/6x3l__1__1.A__1.C.cif,1.A,1.A
ame:6x3l__1__1.A__1.D,6x3l__1__1.A__1.D,structures/ame/6x3l__1__1.A__1.D.cif,1.A,1.A
ame:6x4h__1__1.A__1.C,6x4h__1__1.A__1.C,structures/ame/6x4h__1__1.A__1.C.cif,1.A,1.A
ame:6x4h__1__1.A__1.D,6x4h__1__1.A__1.D,structures/ame/6x4h__1__1.A__1.D.cif,1.A,1.A
ame:6x5y__1__1.A__1.C,6x5y__1__1.A__1.C,structures/ame/6x5y__1__1.A__1.C.cif,1.A,1.A
ame:6xol__1__1.A__1.B,6xol__1__1.A__1.B,structures/ame/6xol__1__1.A__1.B.cif,1.A,1.A
ame:6xom__1__1.A__1.C,6xom__1__1.A__1.C,structures/ame/6xom__1__1.A__1.C.cif,1.A,1.A
ame:6xon__1__1.A__1.B,6xon__1__1.A__1.B,structures/ame/6xon__1__1.A__1.B.cif,1.A,1.A
ame:6xop__1__1.A__1.B,6xop__1__1.A__1.B,structures/ame/6xop__1__1.A__1.B.cif,1.A,1.A
ame:6xoq__1__1.A__1.B,6xoq__1__1.A__1.B,structures/ame/6xoq__1__1.A__1.B.cif,1.A,1.A
ame:6xvw__2__1.B__1.R,6xvw__2__1.B__1.R,structures/ame/6xvw__2__1.B__1.R.cif,1.B,1.B
ame:6yb4__1__1.A__1.G,6yb4__1__1.A__1.G,structures/ame/6yb4__1__1.A__1.G.cif,1.A,1.A
ame:6ydv__1__1.A__1.C,6ydv__1__1.A__1.C,structures/ame/6ydv__1__1.A__1.C.cif,1.A,1.A
ame:6ye0__1__1.A__1.F,6ye0__1__1.A__1.F,structures/ame/6ye0__1__1.A__1.F.cif,1.A,1.A
ame:6ye0__2__1.B__1.I,6ye0__2__1.B__1.I,structures/ame/6ye0__2__1.B__1.I.cif,1.B,1.B
ame:6ye0__2__1.B__1.J,6ye0__2__1.B__1.J,structures/ame/6ye0__2__1.B__1.J.cif,1.B,1.B
ame:6ye6__1__1.A__1.E,6ye6__1__1.A__1.E,structures/ame/6ye6__1__1.A__1.E.cif,1.A,1.A
ame:6ye6__1__1.A__1.J,6ye6__1__1.A__1.J,structures/ame/6ye6__1__1.A__1.J.cif,1.A,1.A
ame:6ye6__2__1.B__1.S,6ye6__2__1.B__1.S,structures/ame/6ye6__2__1.B__1.S.cif,1.B,1.B
ame:6ye7__2__1.B__1.CA,6ye7__2__1.B__1.CA,structures/ame/6ye7__2__1.B__1.CA.cif,1.B,1.B
ame:6ye8__1__1.A__1.G,6ye8__1__1.A__1.G,structures/ame/6ye8__1__1.A__1.G.cif,1.A,1.A
ame:6ye8__2__1.B__1.L,6ye8__2__1.B__1.L,structures/ame/6ye8__2__1.B__1.L.cif,1.B,1.B
ame:6yi7__1__1.A__1.D,6yi7__1__1.A__1.D,structures/ame/6yi7__1__1.A__1.D.cif,1.A,1.A
ame:6yiz__1__1.A_1.B__1.C,6yiz__1__1.A_1.B__1.C,structures/ame/6yiz__1__1.A_1.B__1.C.cif,"1.A,1.B","1.A,1.B"
ame:6yiz__1__1.A_1.B__1.G,6yiz__1__1.A_1.B__1.G,structures/ame/6yiz__1__1.A_1.B__1.G.cif,"1.A,1.B","1.A,1.B"
ame:6ykd__1__1.A__1.B,6ykd__1__1.A__1.B,structures/ame/6ykd__1__1.A__1.B.cif,1.A,1.A
ame:6yki__2__1.B__1.H,6yki__2__1.B__1.H,structures/ame/6yki__2__1.B__1.H.cif,1.B,1.B
ame:6ykj__1__1.A__1.E,6ykj__1__1.A__1.E,structures/ame/6ykj__1__1.A__1.E.cif,1.A,1.A
ame:6ykk__1__1.A__1.B,6ykk__1__1.A__1.B,structures/ame/6ykk__1__1.A__1.B.cif,1.A,1.A
ame:6ykl__1__1.A__1.B,6ykl__1__1.A__1.B,structures/ame/6ykl__1__1.A__1.B.cif,1.A,1.A
ame:6ykn__1__1.A__1.C,6ykn__1__1.A__1.C,structures/ame/6ykn__1__1.A__1.C.cif,1.A,1.A
ame:6yko__1__1.A__1.B,6yko__1__1.A__1.B,structures/ame/6yko__1__1.A__1.B.cif,1.A,1.A
ame:6ykq__1__1.A__1.B,6ykq__1__1.A__1.B,structures/ame/6ykq__1__1.A__1.B.cif,1.A,1.A
ame:6yks__1__1.A__1.B,6yks__1__1.A__1.B,structures/ame/6yks__1__1.A__1.B.cif,1.A,1.A
ame:6ykt__1__1.A__1.B,6ykt__1__1.A__1.B,structures/ame/6ykt__1__1.A__1.B.cif,1.A,1.A
ame:6yku__1__1.A__1.C,6yku__1__1.A__1.C,structures/ame/6yku__1__1.A__1.C.cif,1.A,1.A
ame:6ykv__1__1.A__1.B,6ykv__1__1.A__1.B,structures/ame/6ykv__1__1.A__1.B.cif,1.A,1.A
ame:6ykw__1__1.A__1.D,6ykw__1__1.A__1.D,structures/ame/6ykw__1__1.A__1.D.cif,1.A,1.A
ame:6ykx__1__1.A__1.B,6ykx__1__1.A__1.B,structures/ame/6ykx__1__1.A__1.B.cif,1.A,1.A
ame:6ykz__2__1.B__1.H,6ykz__2__1.B__1.H,structures/ame/6ykz__2__1.B__1.H.cif,1.B,1.B
ame:6yl0__1__1.A__1.C,6yl0__1__1.A__1.C,structures/ame/6yl0__1__1.A__1.C.cif,1.A,1.A
ame:6yl0__2__1.B__1.J,6yl0__2__1.B__1.J,structures/ame/6yl0__2__1.B__1.J.cif,1.B,1.B
ame:6yl4__1__1.A__1.B,6yl4__1__1.A__1.B,structures/ame/6yl4__1__1.A__1.B.cif,1.A,1.A
ame:6yl9__2__1.B__1.F,6yl9__2__1.B__1.F,structures/ame/6yl9__2__1.B__1.F.cif,1.B,1.B
ame:6ym4__1__1.B__1.F,6ym4__1__1.B__1.F,structures/ame/6ym4__1__1.B__1.F.cif,1.B,1.B
ame:6ym8__2__1.B__1.E,6ym8__2__1.B__1.E,structures/ame/6ym8__2__1.B__1.E.cif,1.B,1.B
ame:6yn0__1__1.A__1.C,6yn0__1__1.A__1.C,structures/ame/6yn0__1__1.A__1.C.cif,1.A,1.A
ame:6yn8__1__1.A__1.B,6yn8__1__1.A__1.B,structures/ame/6yn8__1__1.A__1.B.cif,1.A,1.A
ame:6yn9__1__1.A__1.B,6yn9__1__1.A__1.B,structures/ame/6yn9__1__1.A__1.B.cif,1.A,1.A
ame:6yni__2__1.B__1.N,6yni__2__1.B__1.N,structures/ame/6yni__2__1.B__1.N.cif,1.B,1.B
ame:6ynj__1__1.A__1.D,6ynj__1__1.A__1.D,structures/ame/6ynj__1__1.A__1.D.cif,1.A,1.A
ame:6ynk__2__1.B__1.G,6ynk__2__1.B__1.G,structures/ame/6ynk__2__1.B__1.G.cif,1.B,1.B
ame:6ynm__2__1.B__1.H,6ynm__2__1.B__1.H,structures/ame/6ynm__2__1.B__1.H.cif,1.B,1.B
ame:6ynn__1__1.A__1.C,6ynn__1__1.A__1.C,structures/ame/6ynn__1__1.A__1.C.cif,1.A,1.A
ame:6yno__2__1.B__1.J,6yno__2__1.B__1.J,structures/ame/6yno__2__1.B__1.J.cif,1.B,1.B
ame:6ynp__1__1.A__1.C,6ynp__1__1.A__1.C,structures/ame/6ynp__1__1.A__1.C.cif,1.A,1.A
ame:6ynp__2__1.B__1.H,6ynp__2__1.B__1.H,structures/ame/6ynp__2__1.B__1.H.cif,1.B,1.B
ame:6yuh__1__1.A__1.D,6yuh__1__1.A__1.D,structures/ame/6yuh__1__1.A__1.D.cif,1.A,1.A
ame:6yyg__4__1.D__1.K,6yyg__4__1.D__1.K,structures/ame/6yyg__4__1.D__1.K.cif,1.D,1.D
ame:6z10__1__1.A__1.C,6z10__1__1.A__1.C,structures/ame/6z10__1__1.A__1.C.cif,1.A,1.A
ame:6z14__1__1.A__1.D,6z14__1__1.A__1.D,structures/ame/6z14__1__1.A__1.D.cif,1.A,1.A
ame:6z17__1__1.A__1.B,6z17__1__1.A__1.B,structures/ame/6z17__1__1.A__1.B.cif,1.A,1.A
ame:6z2c__1__1.A__1.D,6z2c__1__1.A__1.D,structures/ame/6z2c__1__1.A__1.D.cif,1.A,1.A
ame:6z57__1__1.A__1.B,6z57__1__1.A__1.B,structures/ame/6z57__1__1.A__1.B.cif,1.A,1.A
ame:6z5a__1__1.A__1.H,6z5a__1__1.A__1.H,structures/ame/6z5a__1__1.A__1.H.cif,1.A,1.A
ame:6z5c__1__1.A__1.F,6z5c__1__1.A__1.F,structures/ame/6z5c__1__1.A__1.F.cif,1.A,1.A
ame:6z5e__1__1.A__1.G,6z5e__1__1.A__1.G,structures/ame/6z5e__1__1.A__1.G.cif,1.A,1.A
ame:6z61__1__2.A_3.A__2.C,6z61__1__2.A_3.A__2.C,structures/ame/6z61__1__2.A_3.A__2.C.cif,"2.A,3.A","2.A,3.A"
ame:6z64__1__1.A_4.A__4.C,6z64__1__1.A_4.A__4.C,structures/ame/6z64__1__1.A_4.A__4.C.cif,"1.A,4.A","1.A,4.A"
ame:6z65__1__1.A_4.A__1.C,6z65__1__1.A_4.A__1.C,structures/ame/6z65__1__1.A_4.A__1.C.cif,"1.A,4.A","1.A,4.A"
ame:6z6c__1__1.A__1.E,6z6c__1__1.A__1.E,structures/ame/6z6c__1__1.A__1.E.cif,1.A,1.A
ame:6z7p__1__1.A__1.B,6z7p__1__1.A__1.B,structures/ame/6z7p__1__1.A__1.B.cif,1.A,1.A
ame:6zcm__1__1.A__1.C,6zcm__1__1.A__1.C,structures/ame/6zcm__1__1.A__1.C.cif,1.A,1.A
ame:6ze1__1__1.A__1.C,6ze1__1__1.A__1.C,structures/ame/6ze1__1__1.A__1.C.cif,1.A,1.A
ame:6zkl__1__1.D_1.F__1.BB,6zkl__1__1.D_1.F__1.BB,structures/ame/6zkl__1__1.D_1.F__1.BB.cif,"1.D,1.F","1.D,1.F"
ame:6zkm__1__1.M_1.N__1.QB,6zkm__1__1.M_1.N__1.QB,structures/ame/6zkm__1__1.M_1.N__1.QB.cif,"1.M,1.N","1.M,1.N"
ame:6zkn__1__1.D_1.F__1.BB,6zkn__1__1.D_1.F__1.BB,structures/ame/6zkn__1__1.D_1.F__1.BB.cif,"1.D,1.F","1.D,1.F"
ame:6zn6__1__1.A__1.C,6zn6__1__1.A__1.C,structures/ame/6zn6__1__1.A__1.C.cif,1.A,1.A
ame:6znv__1__1.A__1.B,6znv__1__1.A__1.B,structures/ame/6znv__1__1.A__1.B.cif,1.A,1.A
ame:6zs2__2__1.B__1.E,6zs2__2__1.B__1.E,structures/ame/6zs2__2__1.B__1.E.cif,1.B,1.B
ame:6ztu__1__1.A__1.B,6ztu__1__1.A__1.B,structures/ame/6ztu__1__1.A__1.B.cif,1.A,1.A
ame:6zxg__1__1.AA_1.EA__1.KF,6zxg__1__1.AA_1.EA__1.KF,structures/ame/6zxg__1__1.AA_1.EA__1.KF.cif,"1.AA,1.EA","1.AA,1.EA"
ame:6zy6__1__1.B__1.G,6zy6__1__1.B__1.G,structures/ame/6zy6__1__1.B__1.G.cif,1.B,1.B
ame:6zy8__1__1.B__1.I,6zy8__1__1.B__1.I,structures/ame/6zy8__1__1.B__1.I.cif,1.B,1.B
ame:6zz1__1__1.A__1.C,6zz1__1__1.A__1.C,structures/ame/6zz1__1__1.A__1.C.cif,1.A,1.A
ame:7a0p__1__1.A__1.F,7a0p__1__1.A__1.F,structures/ame/7a0p__1__1.A__1.F.cif,1.A,1.A
ame:7a3i__2__1.B_1.C__1.I,7a3i__2__1.B_1.C__1.I,structures/ame/7a3i__2__1.B_1.C__1.I.cif,"1.B,1.C","1.B,1.C"
ame:7a41__1__1.B__1.E,7a41__1__1.B__1.E,structures/ame/7a41__1__1.B__1.E.cif,1.B,1.B
ame:7a7g__1__1.A__1.C,7a7g__1__1.A__1.C,structures/ame/7a7g__1__1.A__1.C.cif,1.A,1.A
ame:7aab__1__1.A__1.C,7aab__1__1.A__1.C,structures/ame/7aab__1__1.A__1.C.cif,1.A,1.A
ame:7aac__1__1.A__1.C,7aac__1__1.A__1.C,structures/ame/7aac__1__1.A__1.C.cif,1.A,1.A
ame:7aad__1__1.A__1.C,7aad__1__1.A__1.C,structures/ame/7aad__1__1.A__1.C.cif,1.A,1.A
ame:7abw__2__1.B__1.K,7abw__2__1.B__1.K,structures/ame/7abw__2__1.B__1.K.cif,1.B,1.B
ame:7abw__2__1.B__1.N,7abw__2__1.B__1.N,structures/ame/7abw__2__1.B__1.N.cif,1.B,1.B
ame:7acd__1__1.A__1.C,7acd__1__1.A__1.C,structures/ame/7acd__1__1.A__1.C.cif,1.A,1.A
ame:7ak0__1__1.B__1.D,7ak0__1__1.B__1.D,structures/ame/7ak0__1__1.B__1.D.cif,1.B,1.B
ame:7ak1__1__1.A__1.B,7ak1__1__1.A__1.B,structures/ame/7ak1__1__1.A__1.B.cif,1.A,1.A
ame:7aki__1__1.A__1.D,7aki__1__1.A__1.D,structures/ame/7aki__1__1.A__1.D.cif,1.A,1.A
ame:7ala__1__1.C_1.D_1.G__1.R,7ala__1__1.C_1.D_1.G__1.R,structures/ame/7ala__1__1.C_1.D_1.G__1.R.cif,"1.C,1.D,1.G","1.C,1.D,1.G"
ame:7ap2__1__1.A__1.D,7ap2__1__1.A__1.D,structures/ame/7ap2__1__1.A__1.D.cif,1.A,1.A
ame:7aud__4__1.C__1.W,7aud__4__1.C__1.W,structures/ame/7aud__4__1.C__1.W.cif,1.C,1.C
ame:7aud__4__1.C__1.X,7aud__4__1.C__1.X,structures/ame/7aud__4__1.C__1.X.cif,1.C,1.C
ame:7avq__1__1.A__1.B,7avq__1__1.A__1.B,structures/ame/7avq__1__1.A__1.B.cif,1.A,1.A
ame:7aw6__1__1.A__1.G,7aw6__1__1.A__1.G,structures/ame/7aw6__1__1.A__1.G.cif,1.A,1.A
ame:7aw6__2__1.B__1.H,7aw6__2__1.B__1.H,structures/ame/7aw6__2__1.B__1.H.cif,1.B,1.B
ame:7axy__1__1.A_1.B__1.G,7axy__1__1.A_1.B__1.G,structures/ame/7axy__1__1.A_1.B__1.G.cif,"1.B,1.A","1.B,1.A"
ame:7ayn__1__1.A__1.E,7ayn__1__1.A__1.E,structures/ame/7ayn__1__1.A__1.E.cif,1.A,1.A
ame:7ayz__1__1.B__1.F,7ayz__1__1.B__1.F,structures/ame/7ayz__1__1.B__1.F.cif,1.B,1.B
ame:7az0__1__1.A__1.D,7az0__1__1.A__1.D,structures/ame/7az0__1__1.A__1.D.cif,1.A,1.A
ame:7azu__1__1.A__1.B,7azu__1__1.A__1.B,structures/ame/7azu__1__1.A__1.B.cif,1.A,1.A
ame:7azv__1__1.A__1.G,7azv__1__1.A__1.G,structures/ame/7azv__1__1.A__1.G.cif,1.A,1.A
ame:7b05__1__1.A__1.E,7b05__1__1.A__1.E,structures/ame/7b05__1__1.A__1.E.cif,1.A,1.A
ame:7b0i__1__1.C_1.D__1.E,7b0i__1__1.C_1.D__1.E,structures/ame/7b0i__1__1.C_1.D__1.E.cif,"1.C,1.D","1.C,1.D"
ame:7b0s__1__1.A__1.E,7b0s__1__1.A__1.E,structures/ame/7b0s__1__1.A__1.E.cif,1.A,1.A
ame:7b16__1__1.A__1.E,7b16__1__1.A__1.E,structures/ame/7b16__1__1.A__1.E.cif,1.A,1.A
ame:7b1o__1__1.B__1.D,7b1o__1__1.B__1.D,structures/ame/7b1o__1__1.B__1.D.cif,1.B,1.B
ame:7b60__1__1.A__1.C,7b60__1__1.A__1.C,structures/ame/7b60__1__1.A__1.C.cif,1.A,1.A
ame:7b61__2__1.B__1.H,7b61__2__1.B__1.H,structures/ame/7b61__2__1.B__1.H.cif,1.B,1.B
ame:7b61__2__1.B__1.K,7b61__2__1.B__1.K,structures/ame/7b61__2__1.B__1.K.cif,1.B,1.B
ame:7b6g__2__1.B__1.D,7b6g__2__1.B__1.D,structures/ame/7b6g__2__1.B__1.D.cif,1.B,1.B
ame:7b6i__2__1.B__1.D,7b6i__2__1.B__1.D,structures/ame/7b6i__2__1.B__1.D.cif,1.B,1.B
ame:7b6l__1__1.A__1.D,7b6l__1__1.A__1.D,structures/ame/7b6l__1__1.A__1.D.cif,1.A,1.A
ame:7b6m__2__1.B__1.D,7b6m__2__1.B__1.D,structures/ame/7b6m__2__1.B__1.D.cif,1.B,1.B
ame:7b6n__2__1.B__1.D,7b6n__2__1.B__1.D,structures/ame/7b6n__2__1.B__1.D.cif,1.B,1.B
ame:7b92__1__1.C_1.D__1.H,7b92__1__1.C_1.D__1.H,structures/ame/7b92__1__1.C_1.D__1.H.cif,"1.C,1.D","1.C,1.D"
ame:7b9e__1__1.A__1.C,7b9e__1__1.A__1.C,structures/ame/7b9e__1__1.A__1.C.cif,1.A,1.A
ame:7b9w__2__1.B__1.E,7b9w__2__1.B__1.E,structures/ame/7b9w__2__1.B__1.E.cif,1.B,1.B
ame:7bc7__1__1.A__1.C,7bc7__1__1.A__1.C,structures/ame/7bc7__1__1.A__1.C.cif,1.A,1.A
ame:7bhj__3__1.D_1.E__1.I,7bhj__3__1.D_1.E__1.I,structures/ame/7bhj__3__1.D_1.E__1.I.cif,"1.E,1.D","1.E,1.D"
ame:7bi2__1__1.A__1.C,7bi2__1__1.A__1.C,structures/ame/7bi2__1__1.A__1.C.cif,1.A,1.A
ame:7bis__1__1.A_2.A__1.F,7bis__1__1.A_2.A__1.F,structures/ame/7bis__1__1.A_2.A__1.F.cif,"1.A,2.A","1.A,2.A"
ame:7bj1__1__1.A__1.C,7bj1__1__1.A__1.C,structures/ame/7bj1__1__1.A__1.C.cif,1.A,1.A
ame:7bk9__2__1.B_1.D__1.I,7bk9__2__1.B_1.D__1.I,structures/ame/7bk9__2__1.B_1.D__1.I.cif,"1.B,1.D","1.B,1.D"
ame:7br3__1__1.A__1.B,7br3__1__1.A__1.B,structures/ame/7br3__1__1.A__1.B.cif,1.A,1.A
ame:7br3__1__1.A__1.L,7br3__1__1.A__1.L,structures/ame/7br3__1__1.A__1.L.cif,1.A,1.A
ame:7bug__1__1.C__1.LA,7bug__1__1.C__1.LA,structures/ame/7bug__1__1.C__1.LA.cif,1.C,1.C
ame:7bvh__1__1.A__1.I,7bvh__1__1.A__1.I,structures/ame/7bvh__1__1.A__1.I.cif,1.A,1.A
ame:7bvh__1__1.A__1.O,7bvh__1__1.A__1.O,structures/ame/7bvh__1__1.A__1.O.cif,1.A,1.A
ame:7bw1__1__1.A__1.C,7bw1__1__1.A__1.C,structures/ame/7bw1__1__1.A__1.C.cif,1.A,1.A
ame:7cfm__1__1.E__1.F,7cfm__1__1.E__1.F,structures/ame/7cfm__1__1.E__1.F.cif,1.E,1.E
ame:7cfn__1__1.E__1.F,7cfn__1__1.E__1.F,structures/ame/7cfn__1__1.E__1.F.cif,1.E,1.E
ame:7cko__1__1.A__1.C,7cko__1__1.A__1.C,structures/ame/7cko__1__1.A__1.C.cif,1.A,1.A
ame:7ckq__1__1.I_1.J__1.O,7ckq__1__1.I_1.J__1.O,structures/ame/7ckq__1__1.I_1.J__1.O.cif,"1.I,1.J","1.I,1.J"
ame:7ckr__1__1.A__1.C,7ckr__1__1.A__1.C,structures/ame/7ckr__1__1.A__1.C.cif,1.A,1.A
ame:7cms__1__1.A__1.C,7cms__1__1.A__1.C,structures/ame/7cms__1__1.A__1.C.cif,1.A,1.A
ame:7cn3__1__1.B__1.K,7cn3__1__1.B__1.K,structures/ame/7cn3__1__1.B__1.K.cif,1.B,1.B
ame:7cug__1__1.A_1.B__1.H,7cug__1__1.A_1.B__1.H,structures/ame/7cug__1__1.A_1.B__1.H.cif,"1.A,1.B","1.A,1.B"
ame:7d4f__1__1.D__1.G,7d4f__1__1.D__1.G,structures/ame/7d4f__1__1.D__1.G.cif,1.D,1.D
ame:7d4p__1__1.A__1.E,7d4p__1__1.A__1.E,structures/ame/7d4p__1__1.A__1.E.cif,1.A,1.A
ame:7d5g__1__1.A__1.B,7d5g__1__1.A__1.B,structures/ame/7d5g__1__1.A__1.B.cif,1.A,1.A
ame:7dbl__2__1.D__1.H,7dbl__2__1.D__1.H,structures/ame/7dbl__2__1.D__1.H.cif,1.D,1.D
ame:7ddz__1__1.A__1.B,7ddz__1__1.A__1.B,structures/ame/7ddz__1__1.A__1.B.cif,1.A,1.A
ame:7ddz__1__1.A__1.C,7ddz__1__1.A__1.C,structures/ame/7ddz__1__1.A__1.C.cif,1.A,1.A
ame:7de7__1__1.A__1.C,7de7__1__1.A__1.C,structures/ame/7de7__1__1.A__1.C.cif,1.A,1.A
ame:7djt__1__1.A__1.I,7djt__1__1.A__1.I,structures/ame/7djt__1__1.A__1.I.cif,1.A,1.A
ame:7dnn__1__1.A_1.B__1.E,7dnn__1__1.A_1.B__1.E,structures/ame/7dnn__1__1.A_1.B__1.E.cif,"1.A,1.B","1.A,1.B"
ame:7ds1__1__1.A__1.C,7ds1__1__1.A__1.C,structures/ame/7ds1__1__1.A__1.C.cif,1.A,1.A
ame:7dsk__1__1.B__1.H,7dsk__1__1.B__1.H,structures/ame/7dsk__1__1.B__1.H.cif,1.B,1.B
ame:7dsk__1__1.B__1.J,7dsk__1__1.B__1.J,structures/ame/7dsk__1__1.B__1.J.cif,1.B,1.B
ame:7dsl__1__1.B__1.H,7dsl__1__1.B__1.H,structures/ame/7dsl__1__1.B__1.H.cif,1.B,1.B
